customer_pk,customer_id,customer_name,state,city
656,383,Sandra Hicks,California,San Diego
657,384,Olivia Orozco,Texas,Austin
658,385,Larry Moore,Florida,Tampa
659,386,Mrs. Rachel Cannon DDS,Florida,Tampa
660,387,Daniel Flowers,Illinois,Springfield
661,388,Randy Acosta,Florida,Tampa
662,389,Deborah Williams,Illinois,Chicago
663,390,Robert Michael,Texas,Austin
664,391,Danny Ramirez,New York,New York City
665,391,Danny Ramirez,New York,New York City
666,392,Stephen Baker,Ohio,Columbus
667,393,Jeffrey Wilcox,Illinois,Peoria
668,392,Stephen Baker,Ohio,Columbus
669,393,Jeffrey Wilcox,Illinois,Peoria
670,394,James Clarke,Texas,Dallas
671,395,Julia Gallagher,Texas,Houston
672,396,Ronald Frey Jr.,New York,New York City
673,394,James Clarke,Texas,Dallas
674,395,Julia Gallagher,Texas,Houston
675,396,Ronald Frey Jr.,New York,New York City
676,397,Megan Charles,Florida,Tampa
677,397,Megan Charles,Florida,Tampa
678,398,Amy Duran MD,Florida,Orlando
679,398,Amy Duran MD,Florida,Orlando
680,398,Amy Duran MD,Florida,Orlando
681,399,Christopher Thomas,New York,New York City
682,399,Christopher Thomas,New York,New York City
683,400,Peter Castro,Texas,Dallas
684,400,Peter Castro,Texas,Dallas
685,401,Steven Acosta,Florida,Orlando
686,402,Lindsay Jackson,Texas,Austin
687,403,Kelly Smith,Ohio,Cleveland
688,404,Sabrina Hartman,Florida,Tampa
689,403,Kelly Smith,Ohio,Cleveland
690,404,Sabrina Hartman,Florida,Tampa
691,403,Kelly Smith,Ohio,Cleveland
692,404,Sabrina Hartman,Florida,Tampa
693,403,Kelly Smith,Ohio,Cleveland
694,404,Sabrina Hartman,Florida,Tampa
695,405,Cynthia Smith,New York,Rochester
696,406,Olivia Dickerson,New York,Buffalo
697,407,Whitney Stout,Texas,Austin
698,408,Stephanie Flores,California,San Diego
699,409,Gregory English,California,Los Angeles
700,410,Natalie Maxwell,New York,New York City
701,411,Tina Blake,New York,Buffalo
702,412,Clarence Cooke,California,San Francisco
703,411,Tina Blake,New York,Buffalo
704,412,Clarence Cooke,California,San Francisco
705,413,Tamara Guzman,New York,Buffalo
706,413,Tamara Guzman,New York,Buffalo
707,414,Marissa Hartman,New York,Buffalo
708,415,Sara Garcia,Illinois,Peoria
709,416,Kathryn Rogers,Ohio,Columbus
710,417,Kyle Dickson,Texas,Dallas
711,418,Jacob Decker,Florida,Tampa
712,419,Aaron Johnson,New York,Rochester
713,419,Aaron Johnson,New York,Rochester
714,420,William Morse,New York,Rochester
715,421,Carrie Smith,Illinois,Peoria
716,420,William Morse,New York,Rochester
717,421,Carrie Smith,Illinois,Peoria
718,422,Vincent Roth,California,Los Angeles
719,423,Andrew Benson,Florida,Orlando
720,424,Jason Wilson,Texas,Austin
721,425,Colin Patterson,New York,New York City
722,425,Colin Patterson,New York,New York City
723,426,Eric Bates,Ohio,Columbus
724,427,Steven Keith,California,San Francisco
725,428,Seth Rodriguez,Florida,Tampa
726,429,Lauren Jones,Ohio,Cincinnati
727,430,Thomas Wallace,Texas,Dallas
728,431,Mr. Daniel Wilson,Ohio,Cincinnati
729,432,Julie Smith MD,New York,Rochester
730,429,Lauren Jones,Ohio,Cincinnati
731,430,Thomas Wallace,Texas,Dallas
732,431,Mr. Daniel Wilson,Ohio,Cincinnati
733,432,Julie Smith MD,New York,Rochester
734,433,Carol Mitchell,Illinois,Chicago
735,433,Carol Mitchell,Illinois,Chicago
736,433,Carol Mitchell,Illinois,Chicago
737,434,John Thompson,Texas,Austin
738,435,Debra Rodriguez,Florida,Tampa
739,436,Erin Vasquez,Florida,Orlando
740,437,Clayton Lara,Florida,Miami
741,437,Clayton Lara,Florida,Miami
742,437,Clayton Lara,Florida,Miami
743,437,Clayton Lara,Florida,Miami
744,438,Tony Ray,Ohio,Cleveland
745,439,Steven Frey,Florida,Miami
746,440,Stephanie Leonard,New York,Buffalo
747,441,Crystal Chambers,New York,New York City
748,442,Robert White,Florida,Orlando
749,443,Sylvia Barron,New York,Rochester
750,438,Tony Ray,Ohio,Cleveland
751,439,Steven Frey,Florida,Miami
752,440,Stephanie Leonard,New York,Buffalo
753,441,Crystal Chambers,New York,New York City
754,442,Robert White,Florida,Orlando
755,443,Sylvia Barron,New York,Rochester
756,444,Marcus Brown,Illinois,Chicago
757,445,Annette Pierce,New York,Rochester
758,444,Marcus Brown,Illinois,Chicago
759,445,Annette Pierce,New York,Rochester
760,446,Donald Hernandez,California,San Francisco
761,447,Megan Davis,Ohio,Cleveland
762,448,Robert Brooks,Texas,Houston
763,449,Miguel Alvarez,New York,Rochester
764,450,Jennifer Arnold,New York,New York City
765,450,Jennifer Arnold,New York,New York City
766,451,Jessica Blankenship,Ohio,Cincinnati
767,452,Peggy Campos,New York,Buffalo
768,453,Craig Ortega,Ohio,Cincinnati
769,454,Johnny Simon,California,Los Angeles
770,455,Keith Brooks,New York,New York City
771,456,Jason Martinez,Ohio,Columbus
772,457,Steven Herrera,California,San Diego
773,458,Beverly Lamb,Illinois,Chicago
774,458,Beverly Lamb,Illinois,Chicago
775,459,Michael Williams,Illinois,Springfield
776,460,Zachary Carpenter,California,Los Angeles
777,461,Timothy Baker,Texas,Austin
778,462,Adam James,Illinois,Chicago
779,463,Katrina Wood,Illinois,Chicago
780,464,James Murray,Texas,Dallas
781,465,Mr. Nathaniel Reeves,New York,Rochester
782,466,Jodi Wood,Ohio,Cleveland
783,467,Dr. Thomas Peterson,California,San Diego
784,468,Mario Hall,New York,New York City
785,469,Justin Rosales,Florida,Miami
786,470,Autumn Lee,Ohio,Columbus
787,471,Victoria Duran,Texas,Dallas
788,472,Barry Garcia,Illinois,Springfield
789,473,Dawn Webb,Illinois,Peoria
790,474,Patricia Sanford,Texas,Austin
791,475,William Walters,California,San Francisco
792,476,Emma Scott,New York,Buffalo
793,477,Sabrina Buckley,New York,Rochester
794,476,Emma Scott,New York,Buffalo
795,477,Sabrina Buckley,New York,Rochester
796,478,Robert Rojas,California,San Francisco
797,479,Eric Johnson,Ohio,Cleveland
798,480,Heather Parker,Texas,Austin
799,481,Thomas Matthews,Illinois,Peoria
800,482,Kimberly Beard,Ohio,Cleveland
801,483,Lydia Donovan,Illinois,Peoria
802,483,Lydia Donovan,Illinois,Peoria
803,484,Edward Johnson,Florida,Orlando
804,485,Ricky Smith,Florida,Miami
805,486,Mr. Ralph Garcia Jr.,New York,Rochester
806,486,Mr. Ralph Garcia Jr.,New York,Rochester
807,486,Mr. Ralph Garcia Jr.,New York,Rochester
808,487,Malik Walker,New York,New York City
809,488,Tanya Walker,California,San Diego
810,489,Sherri Ferguson DVM,Texas,Austin
811,490,Kristin Hart,California,San Francisco
812,491,Jim Johnson,Ohio,Cincinnati
813,492,David Hamilton,Texas,Houston
814,493,Michael Jimenez,California,Los Angeles
815,494,Angela Norman,Illinois,Springfield
816,495,Denise Mcdaniel,California,Los Angeles
817,202,Michael Rodriguez,New York,Rochester
818,496,Matthew Huff,California,San Diego
819,497,Linda Little,Florida,Tampa
820,202,Michael Rodriguez,New York,Rochester
821,496,Matthew Huff,California,San Diego
822,497,Linda Little,Florida,Tampa
823,498,Kerri Andrews,California,San Francisco
824,498,Kerri Andrews,California,San Francisco
825,499,Jeffrey Johnson III,California,San Francisco
826,500,Daniel Dixon,California,San Diego
827,501,Tiffany Robinson,Florida,Miami
828,502,Mr. Gregg Sawyer,Illinois,Peoria
829,503,John Silva,California,Los Angeles
830,504,Nathan Moss,Illinois,Springfield
831,505,Donald Medina,Texas,Houston
832,506,Charles Henderson,Florida,Tampa
833,507,Brenda Davis,California,San Francisco
834,508,Leah Calderon,Illinois,Chicago
835,509,Brandi Vasquez,New York,Rochester
836,510,Debra Richards,Florida,Tampa
837,511,Tammy Day,New York,New York City
838,512,Sheila Clay,New York,Buffalo
839,513,Nicholas Flores,Ohio,Cleveland
840,514,Jasmin Jones,Illinois,Chicago
841,515,Matthew Gardner,Florida,Tampa
842,515,Matthew Gardner,Florida,Tampa
843,516,Joseph Perkins,Florida,Orlando
844,517,Ashley Adams MD,Florida,Orlando
845,516,Joseph Perkins,Florida,Orlando
846,517,Ashley Adams MD,Florida,Orlando
847,518,Cheryl Stevens,California,San Francisco
848,519,Jorge George,New York,New York City
849,520,Ann Mooney,California,Los Angeles
850,521,James Mendoza,Ohio,Cleveland
851,522,Kaitlin Garrison,Ohio,Columbus
852,521,James Mendoza,Ohio,Cleveland
853,522,Kaitlin Garrison,Ohio,Columbus
854,523,Jeremy Jackson,Texas,Dallas
855,524,Dale Craig,California,San Diego
856,525,Joseph Hooper,New York,Buffalo
857,526,Alexander Adams,New York,Buffalo
858,527,Ashlee Mills,Florida,Orlando
859,528,Brittany Jenkins,New York,Buffalo
860,529,Eddie Gonzales,Ohio,Cleveland
861,528,Brittany Jenkins,New York,Buffalo
862,529,Eddie Gonzales,Ohio,Cleveland
863,530,Edward Valencia,Florida,Miami
864,531,Emma Bruce,Texas,Austin
865,531,Emma Bruce,Texas,Austin
866,532,Carl Wade DDS,New York,Buffalo
867,533,Brandon Alvarado,Ohio,Columbus
868,534,Jennifer Clark,Texas,Austin
869,535,David Johnson,Texas,Austin
870,536,April Marquez,Ohio,Cleveland
871,537,Joseph Guerrero,California,Los Angeles
872,538,Michael Hanson,New York,Rochester
873,536,April Marquez,Ohio,Cleveland
874,537,Joseph Guerrero,California,Los Angeles
875,538,Michael Hanson,New York,Rochester
876,539,William Hill,Texas,Dallas
877,540,Kelsey Huber,Florida,Miami
878,541,Hailey Chandler,Texas,Dallas
879,542,Cheyenne Rose,Florida,Orlando
880,543,Richard Petersen,Illinois,Chicago
881,542,Cheyenne Rose,Florida,Orlando
882,543,Richard Petersen,Illinois,Chicago
883,544,Kathryn Gray,New York,Rochester
884,545,Victor Collins,California,San Diego
885,546,Jason Hernandez,California,San Francisco
886,547,Jacob Torres,Texas,Houston
887,548,Erin Hernandez,California,Los Angeles
888,549,Jacob Guzman,Illinois,Peoria
889,550,Mike Armstrong,New York,New York City
890,551,Cindy Rowland,Illinois,Springfield
891,552,Kenneth Matthews,New York,Rochester
892,553,Susan Valdez,New York,New York City
893,554,Stephanie Manning,Florida,Orlando
894,555,Logan Galloway,New York,New York City
895,554,Stephanie Manning,Florida,Orlando
896,555,Logan Galloway,New York,New York City
897,554,Stephanie Manning,Florida,Orlando
898,555,Logan Galloway,New York,New York City
899,556,Christopher Stone,Ohio,Cincinnati
900,557,Megan Pitts,Ohio,Columbus
901,558,Richard Gardner,Ohio,Columbus
902,559,Samuel Moore,Ohio,Columbus
903,560,Robert Stokes,Florida,Orlando
904,561,Danielle Ramirez,California,San Francisco
905,559,Samuel Moore,Ohio,Columbus
906,560,Robert Stokes,Florida,Orlando
907,561,Danielle Ramirez,California,San Francisco
908,562,Taylor White,Illinois,Springfield
909,562,Taylor White,Illinois,Springfield
910,563,Jordan Krause,Ohio,Cleveland
911,564,Kimberly King,Ohio,Columbus
912,564,Kimberly King,Ohio,Columbus
913,565,Sharon Russell,California,San Diego
914,566,Kevin Cooper,Florida,Tampa
915,567,Darrell Ramos,New York,Rochester
916,568,Dr. Terry Alvarado,Florida,Tampa
917,569,Kathy Wilson,Texas,Dallas
918,569,Kathy Wilson,Texas,Dallas
919,570,Brandon Le,California,San Diego
920,571,Mary Wright,Ohio,Cincinnati
921,572,Douglas Reynolds,California,Los Angeles
922,573,Leroy Harris,Texas,Houston
923,573,Leroy Harris,Texas,Houston
924,574,Ricardo Dixon,Illinois,Springfield
925,575,Debra Smith,Texas,Austin
926,576,Jasmine James,Texas,Austin
927,577,Felicia Morton,Ohio,Columbus
928,578,Sylvia Jenkins,New York,New York City
929,579,Elizabeth White,New York,Rochester
930,579,Elizabeth White,New York,Rochester
931,580,Steven Steele,Illinois,Springfield
932,581,Amanda Ramirez,Texas,Dallas
933,582,Kyle Jackson,New York,Buffalo
934,583,Sharon Wilkins,Illinois,Chicago
935,584,Austin Hammond,Florida,Miami
936,585,Jessica Barajas,Illinois,Peoria
937,586,Jamie Jimenez,New York,Buffalo
938,587,James Carter,Ohio,Columbus
939,585,Jessica Barajas,Illinois,Peoria
940,586,Jamie Jimenez,New York,Buffalo
941,587,James Carter,Ohio,Columbus
942,588,John Williams,Florida,Miami
943,588,John Williams,Florida,Miami
944,588,John Williams,Florida,Miami
945,589,Alicia Oneill,Illinois,Springfield
946,590,Rebecca Huff,Illinois,Springfield
947,591,Diana Scott,California,San Diego
948,589,Alicia Oneill,Illinois,Springfield
949,590,Rebecca Huff,Illinois,Springfield
950,591,Diana Scott,California,San Diego
951,592,Brian Young,Texas,Austin
952,593,Susan Wright,California,Los Angeles
953,594,Kayla Banks,Ohio,Cincinnati
954,595,Zachary Pierce,Texas,Houston
955,596,Nicolas Owen,California,San Francisco
956,597,Martha Carney,New York,New York City
957,598,Francisco Hicks,Illinois,Springfield
958,597,Martha Carney,New York,New York City
959,598,Francisco Hicks,Illinois,Springfield
960,599,Matthew Parker,Illinois,Springfield
961,600,Paul Bryant,New York,Buffalo
962,600,Paul Bryant,New York,Buffalo
963,601,Bruce Dennis,Texas,Austin
964,602,Joseph Bates,New York,New York City
965,603,Kelly Pacheco,Texas,Houston
966,604,Jeffrey Weber,New York,Buffalo
967,605,Andrew Krueger,New York,Rochester
968,604,Jeffrey Weber,New York,Buffalo
969,605,Andrew Krueger,New York,Rochester
970,604,Jeffrey Weber,New York,Buffalo
971,605,Andrew Krueger,New York,Rochester
972,606,Kathleen Cox,New York,New York City
973,607,Jamie Bradley,California,San Diego
974,608,Robert Martinez,Texas,Houston
975,609,Christopher Rogers,Illinois,Chicago
976,610,Roberto Parrish,Illinois,Springfield
977,611,Amber Kennedy,Florida,Tampa
978,612,Maria Davis,New York,Buffalo
979,613,Terry Gilbert,Florida,Miami
980,614,Devon Schmitt,Texas,Austin
981,615,Robert Mosley,Ohio,Cincinnati
982,616,Paul Scott,California,San Francisco
983,616,Paul Scott,California,San Francisco
984,617,Kristin Alvarez,Illinois,Springfield
985,618,Kevin Jackson,New York,Buffalo
986,619,Mrs. Lauren Potter DDS,Ohio,Columbus
987,620,Jason Brown,Illinois,Chicago
988,621,Jamie Santos,California,Los Angeles
989,617,Kristin Alvarez,Illinois,Springfield
990,618,Kevin Jackson,New York,Buffalo
991,619,Mrs. Lauren Potter DDS,Ohio,Columbus
992,620,Jason Brown,Illinois,Chicago
993,621,Jamie Santos,California,Los Angeles
994,622,James Taylor,Florida,Tampa
995,623,Alicia Vincent,Ohio,Cincinnati
996,624,Kenneth Adams,Ohio,Cleveland
997,625,Shelby Browning,Illinois,Chicago
998,623,Alicia Vincent,Ohio,Cincinnati
999,624,Kenneth Adams,Ohio,Cleveland
1000,625,Shelby Browning,Illinois,Chicago
1001,623,Alicia Vincent,Ohio,Cincinnati
1002,624,Kenneth Adams,Ohio,Cleveland
1003,625,Shelby Browning,Illinois,Chicago
1004,626,Johnny Hill,California,San Diego
1005,627,Nicholas Tucker,Florida,Miami
1006,628,Theresa Cline,Ohio,Cleveland
1007,629,Christine Wheeler,Florida,Tampa
1008,630,Carlos Wells,California,San Diego
1009,631,Randall Bell,New York,New York City
1010,632,Kendra Mckinney,Florida,Miami
1011,632,Kendra Mckinney,Florida,Miami
1012,633,Amanda Kim,Ohio,Columbus
1013,634,Megan Morgan,Ohio,Cleveland
1014,635,Vincent Kramer,Florida,Orlando
1015,636,Raymond Bean,Illinois,Springfield
1016,637,Reginald Hebert,Ohio,Cincinnati
1017,638,Jeremy Vazquez,Ohio,Cleveland
1018,639,Michael Stewart,Illinois,Peoria
1019,640,Kevin Johnson,Florida,Tampa
1020,641,Tara Hughes,Florida,Tampa
1021,642,Sandra Perkins,Florida,Tampa
1022,643,Heather Bell,California,San Francisco
1023,644,Nancy Boyd,Ohio,Cincinnati
1024,645,Raymond Reyes,California,San Diego
1025,644,Nancy Boyd,Ohio,Cincinnati
1026,645,Raymond Reyes,California,San Diego
1027,646,Cassandra Jordan,Illinois,Peoria
1028,647,Evelyn Harris,New York,Buffalo
1029,648,Shannon Maynard,Florida,Orlando
1030,649,Marie James,New York,Buffalo
1031,650,Maria Carroll,Ohio,Cleveland
1032,651,Jessica Sloan,Texas,Austin
1033,652,Scott Craig,Illinois,Peoria
1034,653,Kaitlin Brown,Texas,Dallas
1035,653,Kaitlin Brown,Texas,Dallas
1036,654,William Beck,Florida,Tampa
1037,655,Eric Mason,Florida,Orlando
1038,656,Lisa Lowe,Florida,Miami
1039,657,Roy Miller,California,San Francisco
1040,658,Christopher Espinoza,Ohio,Columbus
1041,657,Roy Miller,California,San Francisco
1042,658,Christopher Espinoza,Ohio,Columbus
1043,659,Claire Cole,Texas,Houston
1044,660,Eric Nunez,California,San Diego
1045,661,David Bell,California,Los Angeles
1046,662,Patrick Hensley MD,Ohio,Cincinnati
1047,663,John Cox,Illinois,Peoria
1048,664,Michelle Sullivan,Illinois,Chicago
1049,665,Angela Todd,New York,New York City
1050,666,Luke Saunders,Texas,Dallas
1051,667,Dr. Jennifer Benton DVM,Illinois,Springfield
1052,666,Luke Saunders,Texas,Dallas
1053,667,Dr. Jennifer Benton DVM,Illinois,Springfield
1054,668,Keith Smith,Florida,Miami
1055,669,Danielle Mitchell,Illinois,Peoria
1056,670,Jesus Hernandez,California,Los Angeles
1057,671,Jason Norman,Florida,Miami
1058,672,Laura Poole,New York,Rochester
1059,673,Sarah Wagner,Texas,Houston
1060,673,Sarah Wagner,Texas,Houston
1061,674,Bryan Baird,Illinois,Peoria
1062,675,Amy Thompson,Ohio,Cincinnati
1063,676,Ashley Wright,Ohio,Cleveland
1064,677,Michelle Lynch,Illinois,Springfield
1065,678,Ryan Hale,Ohio,Cleveland
1066,679,Marie Jefferson,Florida,Orlando
1067,680,Vanessa Smith,Texas,Houston
1068,681,Ryan Foster,Ohio,Columbus
1069,682,David Lara,California,San Diego
1070,683,Jonathan Young,Illinois,Springfield
1071,684,Debra Townsend,Ohio,Cincinnati
1072,685,John Thomas,California,San Francisco
1073,686,Bryan Anderson,California,Los Angeles
1074,687,Sarah Miller,New York,New York City
1075,688,Robert Hill,Ohio,Columbus
1076,689,Joshua Rojas,Florida,Miami
1077,690,Angelica Lewis,New York,New York City
1078,691,Jessica Russell,Texas,Dallas
1079,692,Mary Johnson,New York,Rochester
1080,693,Joseph Knight,Illinois,Peoria
1081,694,Jessica Greene,New York,New York City
1082,695,Vincent Perez,New York,Rochester
1083,696,Dennis Rivera,California,San Francisco
1084,697,Nancy Keller,Texas,Dallas
1085,698,Michelle Anderson,Ohio,Cleveland
1086,699,Anthony May,Florida,Tampa
1087,700,Michelle Guerra,New York,New York City
1088,701,Meghan Ballard,New York,New York City
1089,702,Brian Wheeler,New York,Buffalo
1090,703,William Rosario,Texas,Dallas
1091,704,Jessica Hunt,Illinois,Springfield
1092,705,Tony Chavez,Ohio,Columbus
1093,706,Mary Crawford,Ohio,Cincinnati
1094,707,Roger Morrison,Ohio,Cincinnati
1095,708,Bethany Harrison,California,Los Angeles
1096,709,Lisa Mcintyre,Florida,Orlando
1097,710,Carolyn Gonzalez,Florida,Miami
1098,711,Christina Oconnell,California,San Francisco
1099,712,James Garcia,New York,Buffalo
1100,713,Emily Frederick,Texas,Austin
1101,714,Shawn Wise,California,San Francisco
1102,715,Carrie Alvarez,Illinois,Peoria
1103,715,Carrie Alvarez,Illinois,Peoria
1104,716,Matthew James,Illinois,Peoria
1105,717,Jerry Alvarado,New York,New York City
1106,718,Paul Zimmerman,New York,Rochester
1107,719,Carl Ryan,Texas,Dallas
1108,720,Kelly Roberts,New York,Buffalo
1109,721,Jack Woods,Illinois,Peoria
1110,722,Albert Alexander Jr.,Ohio,Cleveland
1111,723,Teresa Perez,Texas,Austin
1112,724,Amanda Williams,Ohio,Columbus
1113,725,Kristen Lawson,Illinois,Springfield
1114,726,Jacob Stewart,Florida,Miami
1115,727,Daniel Brooks,Illinois,Peoria
1116,728,Aaron Dunn,Illinois,Springfield
1117,729,Jacob Martinez,California,Los Angeles
1118,730,Raymond Burgess,California,San Diego
1119,731,Jennifer Cooke,California,San Francisco
1120,731,Jennifer Cooke,California,San Francisco
1121,732,Tyrone White,California,San Diego
1122,733,Charles Williams,Texas,Dallas
1123,734,Amy Page,Ohio,Columbus
1124,735,Scott Gibbs,California,Los Angeles
1125,735,Scott Gibbs,California,Los Angeles
1126,736,Angela Roberts,Ohio,Cleveland
1127,737,Kyle Hernandez,Texas,Dallas
1128,738,Cynthia Ferguson,Texas,Austin
1129,739,Brandi Garcia,California,San Francisco
1130,740,Matthew Blake,California,San Francisco
1131,741,Lauren Howell,New York,Buffalo
1132,742,Joseph Wilson,Ohio,Cincinnati
1133,743,Tanner Vance,Texas,Houston
1134,744,Michael Nash,New York,Buffalo
1135,745,Brent Thomas,Illinois,Peoria
1136,746,Harold Mitchell,Texas,Austin
1137,747,Ashley Palmer,Florida,Miami
1138,748,Stephen Hogan,California,San Diego
1139,749,George Ashley,Texas,Houston
1140,750,Sara Bailey,Ohio,Cincinnati
1141,751,Tanya Thomas MD,Texas,Dallas
1142,752,Maria Galvan,Ohio,Columbus
1143,753,Duane Kelly,New York,New York City
1144,754,Frank Reynolds,Illinois,Springfield
1145,755,Aaron Kim,New York,Buffalo
1146,755,Aaron Kim,New York,Buffalo
1147,756,David Allen,Florida,Tampa
1148,757,Monica Lee,California,San Diego
1149,350,Kimberly Fuller,Ohio,Cleveland
1150,758,Erica Scott,Illinois,Chicago
1151,759,Melissa Mitchell,Illinois,Chicago
1152,760,Joshua Murray,Texas,Dallas
1153,761,John Jones,California,San Diego
1154,762,Cheryl Johnson,Ohio,Cincinnati
1155,763,Lisa Farmer,Texas,Houston
1156,764,Christopher Walker,Ohio,Cincinnati
1157,765,Elizabeth Coffey,New York,Buffalo
1158,766,Joseph Clark,Ohio,Cincinnati
1159,767,Jamie Brewer,Illinois,Springfield
1160,768,Lauren Boyer,Texas,Dallas
1161,769,Howard Esparza,Texas,Houston
1162,770,James Hickman,Ohio,Cleveland
1163,771,Jennifer Hernandez,Ohio,Cleveland
1164,772,Shannon Warren,New York,New York City
1165,773,Ashley Aguilar,Illinois,Chicago
1166,774,Daniel Price,New York,New York City
1167,775,James Perez,Florida,Orlando
1168,776,Jerry Smith,California,San Diego
1169,777,Andre Fernandez,Florida,Orlando
1170,778,Anthony West,California,San Diego
1171,779,Amber Flowers,Florida,Tampa
1172,780,Patricia Davis,Illinois,Chicago
1173,781,Jasmine Gibbs,Texas,Austin
1174,782,Nicole Dudley,New York,New York City
1175,783,Lori Colon,New York,Buffalo
1176,784,William Carr,Texas,Dallas
1177,785,Jeffrey Dixon,New York,New York City
1178,786,Robert Sexton,California,Los Angeles
1179,787,Brooke Gonzalez,Florida,Miami
1180,788,Victoria Bryant MD,California,San Francisco
1181,789,Nancy Kennedy,Texas,Dallas
1182,790,Andrew Barry,Illinois,Peoria
1183,791,Carlos Wheeler,Ohio,Cleveland
1184,792,Isabella Roach,Illinois,Peoria
1185,793,Samantha Williams,Florida,Orlando
1186,794,Samuel Little MD,Illinois,Chicago
1187,795,Paul Taylor,California,San Francisco
1188,796,Susan Baker,California,San Diego
1189,797,Mark Fry,Texas,Austin
1190,798,Megan Mclean,New York,New York City
1191,799,Caitlin Hunt,New York,Rochester
1192,800,Jenna Holland,Texas,Austin
1193,801,Stephanie Oconnell,New York,Buffalo
1194,802,Andrea Hill,Illinois,Chicago
